Question	rel_label
who was once again out of work	1306
who is not a commander	173
what are also present in the Philippines	1307
who  was elected to the Arkansas Senate	36
who moved to Warsaw	33
What is A trie	563
who eventually chose Derek	1308
What jumped on Virginia Tech	1309
what  appear in soft ground	392
what is National Product 	694
where is a part of Manchester	370
what is not a dialect of Chinese	1310
What were also an issue	178
to what have Transportation networks  been simplified  	383
Where did Carrera sail	678
to what Perry developed an addiction 	1311
who has modeled for Bebe	727
to what  is Gavdos home 	73
What is part of the National Rail network	9
what assembled on 12/1/1823	1312
who had come up with a brilliant plan	1313
When was Hunter  broadcasted	1314
when was The College School discontinued 	607
what is Park Farm	1315
what was Peter declared 	1316
Who currently lives in Alameda	236
who was diagnosed with Tuberculosis	1317
who  lives in Rancho Mirage	51
for what is Archie hospitalized 	1318
what did Mohammed lead 	1319
What size are Plaques  	1320
Which country Gets a Foothold in Cyberspace	1321
who was assigned to the Houston Division	1197
Who is buried in Dudley Cemetery	1322
where is Business 	1323
To what does The Citabria trace its lineage back	1324
to what are five directors  elected 	36
who is Satoru	1325
what is Orel	88
what works like a charm	1326
what is part of the Madison Metropolitan Statistical Area	9
Who changed his name to Dyson	1327
on whom did Darren cheat 	1328
what did The Carrolls also have	1329
who was a native of Montreal	79
where was Matthew born 	1
what is the the sunniest city in Scotland	1330
Who now lives in Turnberry	1331
Who died there on April 1 , 1917	1332
Since when is IDE available 	1333
what are weapons of mass destruction	842
who was the daughter of Daniel Lee	587
since when do Members compete 	1334
who was a close friend to thomas edison	1335
what  is in the United States	659
Who was kidnapped by Zhang Xueliang	1336
When were 46 published  	379
what is Clarity	1337
What did Google announce 	1338
What is Solitude	507
Who stops kissing hello	1339
what is The Bank of Ghana 	1340
where is Ogdensburg	197
who was one year younger than Moses	1341
Where is Eskilstuna	134
what were built in Avenue Road	618
What was founded in Pacific Grove	308
where were Sarge from	1342
What Is Acquiring PaineWebber	1343
who died in Bern	18
What is a class of mixed drinks	1344
for what did Payne stood stand 	578
who was Saturn	139
what is a prefecture-level city in China 's Guangxi Zhuang Autonomous Region	1345
Who made his first appearance in Battle Arena Toshinden 2	1346
who left for La Habana	997
how do Pieces come	35
What is A limited government	1347
What was founded on January 1 , 1962	433
Where was Bee posted 	412
To whom did Henrietta Maria take an immediate dislike	949
how did Proposition 210 pass	1348
Who then moved to Paris	1136
what is The Oder	1349
on what has Reid written extensively 	1350
what is Israel making  	1351
what does VRM describe 	1352
what is Ahrensburg	60
when were British stamps used 	1353
who turned pro in 1995	1354
What was canceled in 1968	1355
With what did Gandhi experiment	1356
From what Referrals come from  	1357
what has Lake Washington taken	1358
What lasts for approximately 4 months	1359
who was born in Jericho	1
Who became fluent in French and English	1360
what does Weight training  provide	1361
Who was offered the role of Dr. Benton	454
who was born in Ajaccio	1
where was the center for punk rock	1362
who hastened to Italy	1363
Who was a composer of chamber music	1364
where was Storm a natural 	1365
where was a part of Alsace	370
What was represented in football	1366
What are Troops 	9
where was Brookes born  	1
who have outnumbered men	1367
who has had a life-long passion for vipassana meditation	1368
where  has Trenton also appeared	1369
What is Aesma Daeva	1370
what residential neighborhood is in southeast Washington	1371
what does The Forum have 	1372
What exidted for George Marshall	740
who is a graduate of Humber College	431
By what is Eustis drained	843
to where did Ray make a surprise return 	1373
what is Manorhamilton	91
by what are Witches often accompanied	1374
what has St John 's College	1375
What WTTS also offers  	1376
what did  Clarkson then move into 	1377
what did Sarwan become	1378
what is making a BIG mistake	1351
how is Landsat 4	1379
What receives its charter from Philip II of France	1146
who was called to Washington	1380
where does not civil marriage exist	775
What did Wellington attempt to take 	558
what usually come from Ben Franklin	1381
What  is the location for 29 elementary schools	1382
when was The Regiment  disbanded	1383
as what is The Republic shown 	488
Who must be an apostle	1384
Who led the Big Ten with 116 three-pointers	1385
Who now lives in Derby	1331
by whom is The Controller  taken	1386
What is observed in 50 % of patients	1387
when was The Danish Folketing election of 1926  held 	312
By what is 5S rRNA transcribed	1388
who is Landfill	1389
what is Musgrave Park	1390
Where did Mehta grow up  	194
Where is Sonata headquartered  	101
What is Blacks Harbour	1391
who is The Pope	1392
 what are Fundamentalists against 	39
who gains the power of the Voice	1393
What Is Swiss Bank Acquiring	1343
What is Meyer 	140
What had Tati 	871
who  also recorded two tackles	1394
where is Gary	134
When was Buro Happold founded	433
Who was raised in Sumter	365
What is headquartered in Andover	101
what is Music	1395
Of what is Tioga County part 	9
What filed for bankruptcy protection	1396
Where does Howie Long  appear	877
who was the manager for Nas+A5572A5571:C5573A5570:CA5567:C5573	1397
who was declared Emperor	1316
what is Namespace not	173
what did Blue Mountain  form out of 	1398
of what is Improvement the opposite 	146
When will Khon Kaen be host 	1399
who attended the University of Edinburgh	411
Where did Joe Henderson not move to 	1400
on what country did Scotland launch an attack 	1401
What takes off from Royal Victoria Park	1402
when did Shooting start 	1403
what country launched an attack on England	1401
What stands for God-fearing	578
where did FitzGerald arrive	778
for what team has Brooks also played 	681
Into what is Ganassi politically  subdivided	234
who did Kearns become  	1404
where did Tobin explore 	1405
What occurred at 9:04 p.m. EDT	1406
What is Francis	60
who becomes attracted to Miss Crawford	1407
What was established on February 16 , 1899	455
who grew up in Victoria	194
What was Nandalal Bose awarded 	1408
In what had O'Neill a similar experience 	1409
Who was selected by the Washington Nationals	1045
in what did McHugh become a star	1410
in where is WESH the NBC affiliate	1411
for when is A full-length album  scheduled	630
What became home to the Harlem Renaissance	1412
who was born in Olean	1
who has made guest appearances on various albums	1413
Where has been designated a Special Area of Conservation	1414
Who was a member of the Brotherhood of Mutants	139
when was Sir David  knighted 	1415
where currently has 4,255 players	572
what is Mechanicsville also 	1416
what shake Japan	1417
who holds honorary doctorates from Garrett-Evangelical Theological Seminary	1418
where is Brightblack Morning Light based in 	1419
What  is located directly east of Perth Airport	1420
To whom does Mr. Morden talk 	575
Of whom does Billy catch sight 	754
what  is very similar to Cabernet Sauvignon	1421
what took place mostly in Canada	1422
what is a company based in Winona	1423
where did Garland subsequently return to 	879
when was Lynwood founded	308
what should be used for background information	1424
What is located between Piazza Navona	1425
What is most popular in Asia	1426
what do Blogs spin tale of	1427
What is The Angel of Darkness	1267
what is also a part of treatment	1428
who  is Bevis  	942
what did Dunne become 	1429
for what was Butcher picked up 	1430
for what can Orbs be used 	1431
who was Bill Gaines	942
Who is a character in the Hindu epic Ramayana	1432
who spent the winter of 1335-6	1433
to whom did Spassky lose	913
who was inspired by Charles Fort	1434
Who was Pack	1435
Who were Pioneers  	1436
What Miniatures set up 	1437
who left the group in 2005	1438
how much do Ewes weigh 	1133
When did Layton die  	18
who was second only to Baghdad	1439
what is located in Pike County	68
Where did Balki go 	85
where was The Regia 	1440
How does Vigilantes often operate 	1441
where was Zeballos born in 	1
who was elected unopposed in 2008	1442
of what is SAP part 	9
what village is in Franklin Parish	197
What was produced for promotion	1443
where has a large number of villagers	1444
in what Masses were said  	1445
what  is a family name of English origin	1446
what does Zhou play	1447
who is John Doyle 	1448
who was one of eight children	1449
What was PIP originally named 	1450
to whom was Public opinion favourable	1451
over what  must Girls complete	1452
What year was a mixed year for McDonagh	1453
Where was Regimental headquarters  transferred  	492
what is Gator Bowl	1454
where was Mr. Weis assigned	1197
What do not apply in Wales	1455
What does SciPy contain  	1456
what was implied from web directory	1457
what are located in Maryland and Pennsylvania	68
who gave the task to the Gendarmerie	1458
where can Fecal coliforms bacteria grow	1459
Who  has been an elected member of the United Nations Human Rights Council	1460
when did The Bureau start its operations	1461
What is the oldest school in Hong Kong	1462
What was held on 2 December 1926	312
for where was France bound  	1463
where did Plot die	18
who  is strangled by a masked man	1464
Where was Arngrim born 	1
Where do Formats vary 	1210
who grew up in Tilburg	194
Who had to settle for a field goal	1465
What headed to Xbox 360	77
What is part of the Detroit metropolitan area	9
which model  first flew in 1920	725
what is a nonprofit group based in Cambridge	1466
What is Arley	60
Who moved to Otago	33
to where did Capitolina return back  	1467
what has a concept of a namespace	1468
Why were Federal troops  required	1469
When did Nero commit suicide	1470
when did Manuel suffer a stroke	1257
of what is Wassoulou also the name 	1159
What are subject to copyright	1471
who  was a critic of psychiatric diagnosis	1472
By what was ANDF defined 	1013
when did Revised editions  appeare	392
What  are held in a number of countries	200
when was Line 2  completed	1473
to whom does Ivan run over 	1474
what was established in 1852	218
who was raised in Woonsocket	365
who is behind Lisa Simpson	1475
what may include any of income	1476
to what University is Samford University unrelated 	1299
what  can be a violation of domestic law	592
What was an American pop punk band from Mount Holly	1477
what is the opposite of Fito	146
what did GotFrag become 	874
what is a chain of different manufacturers	1478
what is northeast of Khartoum	1479
where did Benjamin Stoddert  steam to	1480
when was A established 	218
who returned back to the Country charts	1467
what do Eight departments make up	906
What was founded in 1982	308
what is another major component of Team Foundation Server	1481
who was the focal point of trade	1482
who was born on 17 September 1941	166
where did Roberts move to 	33
what is built on strict neutrality	1483
What is a given name for females	1484
to what does Subterranea refe	893
what is light	1485
Where is Slogan  	659
what is also published in German	1486
What is used for blue LEDs	758
on what does Huntington rely mostly 	1487
Where does Taylor hit	1488
what community is located in southern Ontario	1489
what was formed in 1999	461
What is Atlantic Beach	60
what may be based on descent	1490
who must find food	1491
who is the diocesan bishop of Rome	1392
on what did Suspicion immediately fall upon	1492
what are Vegan diets 	1493
Who was a staff writer for The New Yorker	1494
Who returned to bodybuilding	92
where was Earley born	1
What is Ornithology	1495
what is 6:01	1496
What is Cardington	197
Of what is Bokator part of 	9
what also took part in the Korean War	493
who died on September 20 , 1986	424
what did Armstrong focuse on	177
for what did Boers feel sympathy 	1497
whom did Carlito defeat 	974
what does Liz also own	1498
Where can A wide range of vehicles be found  	1066
Who  died in Candler	18
What  was completed in 1983	1473
what is published by Dark Horse Comics	1499
What was planned in 1971	970
what had a surplus of gold	1500
What did Murphy have 	1501
where has a rich culture of music	1502
For whom was An exception made  	148
when did Squad announce 	20
what does The Royal Canadian Artillery not carry 	1503
When did Lennon buy the house	1504
from whom does A letter come	1357
What was admitted in 1876	1283
Where did Godwin later attend 	1505
what run along Station Street	1506
who was born in Biloxi	1
who  is from Saudi Arabia	359
what is a division of Commonwealth Business Media	1507
Who never went to Chicago	1508
what began on 1 January	349
who emigrates to Canada	579
what depends critically on monotonicity	1509
of what is Venus ' atmosphere  mostly composed	1510
When did Janicki sign his first professional contract 	28
where is Zenn-La	1511
who was president of the United States Conference of Mayors	620
what is Mutation	1512
Where was Mr. Rex  constructed  	95
where do Jumping spiders  live 	51
what is Dalton	498
What do Rock iguanas have	1513
What is  is served by the Denton Independent School District	1514
What is Claysburg	32
Where did Walker go straight  	1515
into what is Josh made  	1516
Where seemed far from crisis	1517
who  was born in Poulton-le-Fylde	1
where was Rockwell born 	1
To what is Access subject	1471
What is for 2001	1175
What is Guru Gobind Singh Indraprastha University 	1518
who are allowed to work in Islam	1519
What is lacking a publisher	1520
when was Work completed 	1296
what is Simple Pleasure	1521
who  served on the House Veterans Affairs Committee	1522
To what is Malaysia not a party  	1523
How is Microsoft Office 14 currently  	1524
where did Gras open his first restaurant 	1525
what is a borough in Jefferson County	350
What established a Ministry of Family	1526
what is Enon	197
what did Tower receive 	1527
What are also provided by The Australian National University	1528
what is Kappa	197
after what does Quattro come	1529
What is subject to ridicule	1471
who selected one of three boxes	1530
when were A total of 3513 built 	1531
What was active in Flanders	1532
Who was Stephens	1533
what are References not	173
what is Hernando County	1534
What was established in 1981	218
who was born in Fountainbridge	1
where was granted the status of a municipality	1535
Who  was born in Haynesville	1
who hate Bucky Dent	1536
What was stationed at Portland	1537
who  bursts into tears	1538
what is geographically located in San Mateo County	1539
where has a wide variety of flora	1540
what is based in Weybridge	232
what are an American professional basketball team based in East Rutherford	1541
What was upgraded in 1959-60	1542
What is played in two varieties	1543
Where did Instruments vary 	724
What animals can be trained for falconry	1544
how was Serrano	659
Who focused particularly on the Bowery	1545
where is Elm Creek	197
What is A Multiverse	44
what is  an area of Louisville	1546
Who is Leary	431
who met in Lima	647
wha happened to Vince Young	1547
what is Green Action	1548
who is a Phi Beta Kappa graduate of Brandeis University	1549
Where are Foreign students enrolled 	1550
When did Banbury die 	424
what did Bird sign to	1551
what introduces the elements of style	1552
What is steadily growing in population	1553
Where was Pharmacia 	1554
who then studied at Hastings College of the Law	1555
how are Seats designed  	1556
What is a public school in Philadelphia	1557
what are S-130 and S-190	1558
What is a part of WikiProject Nickelodeon	370
what is Lowdown	466
who is Mildred	1022
Where has a station on Metra 's SouthWest Service	1559
from where Cottonmouth hails  	1560
what is revealed to Zero	1278
when was The Temple founded	308
What is Estancia	60
what is delivered by trained volunteers	1561
What is an A road in London	1562
what does Minnesota currently have	572
what is a village in the English county of Suffolk	197
what is U.S. Route 340	1563
what does Kawkhali have 	871
What was no longer seen as a respectable profession	1564
in what has Davis stood	601
what is 86th Street	559
what did Clarke fail to pay	1565
What was assigned to Tsingtao	1197
Where is Bow located	68
who was born in Purmerend	1
how is Public bus service provided 	581
who was accused of sorcery	1566
where was Kirkland born	1
where did Taney soon proceed	1567
what is Hale	1010
What is Hayes	60
what is The Bronze	944
where did Rason die 	510
who is Zivkovic	942
who went to Philadelphia	85
with what is WIN also associated 	1568
What is Berlin Township	43
when  was Titanic re-discovered	1569
from what does Policy flow	769
in what were Presented papers  later published	1570
what did Ramones also suffer	1273
What did officially break up in July 1983	1571
for what did Addis sue 	960
Between what is Memphis split  	1082
for what did Earl Holliman win the Golden Globe Award 	1572
by whom is The Commander  captured 	1573
for whom did Lawe get underway 	1574
where is Uniontown	32
what is Logan	60
Who married firstly Elizabeth	430
when is The DVD set to be released 	1575
where are Main offices 	659
what town is in Ottawa County	60
who currently plays for Benetton Treviso	911
to whom did an idea occur 	998
How much does DeShaun Foster rush	1576
when did Construction of the Plant start	208
who also migrated to industrial cities	1577
Of what is Cinderella Castle the icon  	1578
who left Los Angeles for San Francisco	1579
Where does Hacker live	51
how are Competition matches played	1543
how much were Damages estimated  	1580
For how long is Trading halted 	1581
who became a member of the Avengers	1582
what is The Tongariro River	1349
Who was an active member of the Whig Party	1583
Who filed for bankruptcy protection	1396
how many people live in Oberndorf	51
who moved to Naples	33
where are Headquarters staff  based 	161
where did Heimdall spend more time 	1584
who moved to Milan	33
what does Fripp Island have 	1585
what does Bane destroy	606
what is Krell	1586
where is The DVLA based 	232
For what is Patty Wetterling an advocate  	1587
of what  is The Concert Choir  made up 	735
who entered the House on Day 12	1063
What was Tullidge baptized  	1435
who died in exile	18
What is for seal	1175
on what are An tags  	1588
What is the third solo album by Bizzy Bone	1589
to whom was Koxinga born	1193
What is Commerce City	1590
what has existed since Anglo-Saxon times	1591
Who is a past president of the Mystery Writers of America	31
who was Chancellor	518
what runs through downtown	1592
what is a village in Christian County	197
Where had a population of 637	871
What closed in 1971	1593
who was Boland	1594
who is Scip	1595
who also wrote on rhetoric	1596
What is Inferno	1597
What does Confucianism reject	1598
Where is Orangefield	1599
What is Shasta High School	1600
What are subject to scope	1471
when did Memories begin 	349
What has Census not forgotten	405
What are only on clothes	1588
where was Hastings born  	1
How did Colls eventually finish	1601
what does Bamboo symbolize	1602
what included the England	1603
what did The Eagles drop to	1604
For what MLS set their own rules 	1605
What is State Route 241	1093
what consists of 80 Members	13
who broke from tradition	1606
what did Saris do	1607
what is considered the cradle of civilization	1608
when did Konstantin enter the House  	1063
to what is Shikamaru closest	1609
what  is the modern equivalent of gnostic teaching	1610
what is documented in The Hawk	1611
what is provided by Pierce Transit	581
where does Zun currently reside	423
whom does Louis IX expel from France	1612
to what was Chole probably the closest 	1613
when was The Kingdom of EnenKio first conceived	1614
When is HaIr published 	756
where was Duncan raised  	365
where was Aprile born	1
for what did A database backend optimize	669
what is the Book of Job	1615
on what will Samoa be  	1616
where did Sam grow up	194
What is Otari	1288
how many members does The Society currently have 	1617
who lives in Santa Fe	51
what does appear in peer-reviewed articles	1618
Comaring to what is Life nothing	1619
Who died peacefully 17 June 1971	1620
what does The Centre sponsor 	1621
What may also be compared to military law	1622
Where was Eastman assigned to	1197
where is Attica	197
who has been operating since 1900	1623
what is Vend 	1624
What is the area adjacent to the M4 motorway	1625
for what is Coamo a trading center	1626
who injured Horus	824
what begins in Canada	608
what is Andres all surrounded by	1627
When was Rhame founded  	308
When did Linda die	424
what did Himiko assume	1628
What has been the subject of customer complaints	1629
when was STS-121 launched 	1630
What was commissioned on 22 January 1983	745
what may Distributions include 	1476
When was Chi Omega organized	1631
Where has a population of about 5000	658
what is Organometallics	1632
for what was Kameo originally slated  	1633
who was December 1627	1634
for how much did The College settle the case 	1635
To where Bunting brought change  	1636
what is Windows Vista	617
who is a fan of Crystal Palace Football Club	503
for what can Electroencephalography be used	1139
What has traditionally been an agricultural economy	1637
Who  is an American writer of fantasy	1638
Against whom has Andrew Cuomo spoken out	1639
what did South African mines have	1500
What is Central	1640
who is Cracchiolo	139
Where is the birthplace of the Jesus Army	1641
what did Pridiyathorn oppose 	1642
To whom was Kevin Taylor  known 	1643
Who believes in America	1644
What is Overland	1645
What was Boothby appointed  	1646
what did Fare pay for	827
what does The Lieutenant Governor have 	1647
who  was born in Galanta	1
What was about 60 mph	881
what formed part of Montgomeryshire	1198
what is the national airline of Saudi Arabia	1648
What consist of 24 neighborhoods	13
what  are classified into three genera	1649
who was born in Walworth	1
Who was returned to the Peloponnesian League	1650
who was nominated to the Western Australian Legislative Council	1651
who  brought a lot of fresh ideas	1652
who  was Governor of Queensland	1653
for what was Smith indicted 	1654
what has an apparent magnitude of 6.2	1655
What are Calderas	1656
what can be found on the Society 's website	1657
what is placed outside of the H	1658
what did Oates play	1659
What was founded in 1889	308
Who  was living in Vienne	309
who arrived in Naples	778
where is home to the University of Geneva	73
What can perform a wide array of missions	1660
How are Stockpots typically measured 	1661
What country invaded the islands in April 1982	1662
Who could produce thunder	1168
What are used sometimes for pronunciation	1663
who seized the city in 1537	395
How long did IBJ run 	1664
Who comes from Moon	1357
what is Saks	1665
what public high school is located in Charleston	1666
When  was Linacre College founded 	308
who is now part of Thales Group	1667
what include parts of Switzerland	1668
To where are Survivors forced to flee 	1669
what  were fitted with front disc brakes	1670
what is The Faroe Islands 	1671
what did The Japanese  fail to reach 	1672
What were found at operation	1673
what got Devon	1674
When was Californication released 	228
to whom did Colten sell the newspapers	656
what is a census-designated place in Merced County	32
where did Artemis first appear	50
To what are Human eyes  more sensitive 	1675
who  is an avid collector of weaponry	634
when was The NY 380 designation  removed	1676
When did Jimnez make his major league debut 	144
Whom does Hades bring back 	1677
what did King Corn receive 	1678
What becomes independent from the Kingdom of Len	340
what is a theme in science fiction	1512
where did Russian troops occupy 	1679
from what was Sundbyberg detached	1680
Where is Palazzo Braschi located  	1425
where did Watson move back to	1123
What had 1000 Clowns played 	1140
What is Gov. John Hoeven working on 	1681
to where did Seymour come back 	1682
who is brought in for a consult	1683
For what is Marie the French  term	1684
Who is the son of Robert Runcie	942
Who was born in Wembley	1
Where did Johansen die 	18
where is Peak	60
where does A similar situation occur	551
What paid for Thomas Hunt	827
who was a United States Representative from Connecticut	1685
what  is the constitution of the Republic of India	1686
what  is currently searching for a title sponsor	1687
Where was Midnight ordered 	1688
where had Washington reached 	1689
Where is Chinquapin	140
who  defeated Team Canada	974
What is Gladstone	134
what shut down September 17 , 2006	1690
how will The Games be organised 	1691
where is The Feldberg situated 	1692
What closed until further notice	1693
who was chosen for make-up	1694
To whom did Septimania pass	1695
by what  is Jamie sponsored	274
What is Just One Night	985
who once wrote of Kentucky	1696
Where is Lisbon	134
When were Operations suspended 	432
for what is The Breeders ' Cup currently searching 	1687
what isn't related to death metal	1697
who had a crush on Vince	994
who is Ma Ying-jeou 	139
what serves Yeadon	626
Where did Howard play collegiately 	1698
Who was the Prime Minister of the United Kingdom	138
what are usually composed of four to eight students	1699
what town is in Wetzel County	60
What census-designated place is in Dewey County	32
where had Protestantism been gaining ground	1700
what is Bay Saint Louis	472
What were divided between the Main Stage	571
where did Campbell grow up 	194
who was killed on April 21 , 1996	794
In which movie does Krypto make a brief appearance in Justice League of America	1701
who died on 24 September 366	424
what is A student 's schedule based on 	902
what was Major Robinson promoted to	1114
for what did Taussig stand out 	1702
who grew up in Tanzania	194
what is Spanish for Blood	1703
to whom Seck belongs  	112
what is made up of HR professionals	735
Of  what was Benson a lifelong supporter	1704
What is not a type of software	109
what did Tongans also eat 	1705
when has Construction begun  	1706
where did Dillon die	18
What is Fox	1707
what were accepted for construction	1708
Where were Five tornadoes reported	1709
for what has Omid had a life-long passion  	1368
what  are Echidnas classified into 	1649
what occurs in Belgium	551
by whom was Cornelius not liked  	1710
who won the Golden Globe Award for Best Supporting Actor	1572
where did Desmond start working  	920
who is Posner	186
Who is currently voiced by actress	1711
who have appeared in three NCAA Tournaments	809
who was Feldt	942
Who were declared unfit for combat duty	1712
where does U.S. Route 119  also reach	1713
what is  a hamlet on the Shetland Islands	1714
who earned his master degree from University of Notre Dame	1715
how Works are listed 	482
What fell into British hands	1716
who eventually replaced Anne Bancroft	1717
what are The Johns 	1718
where is The Peugeot 206 also being produced	1719
Where is Len	1720
what is well connected through Rail	1721
What is Delavan	134
what can Unified communications include 	1722
what  are not held in public	1723
where is the spiritual home of Sikhs	1724
What was destroyed on Ramree Island	1725
what  is not equipped for water ballast	1726
when was A ceasefire arranged 	1727
who  died in 1748	18
what Wiki articles  should n't be 	1728
who is Hall a native of Abilene	79
where was Del Sol  born 	1
Where is Louise	32
who also encouraged fiction	1729
To what was Optimality Theory originally applied 	1730
who is the current manager of the Philadelphia Phillies of Major League Baseball	1731
For how long does A season last	1359
who was called out for interference	1732
Where did Cinnabon first open	1733
where do Similar laws now exist	1201
when did Bruce die  	18
what  are depicted in a row	1734
what country grows lots of corn	1735
Where did Aris lost the game	1736
what is a good conductor of sodium ions	1071
what are uncommon in China	1737
where did Mount Hood reflect 	1738
Where does Anne currently live	236
where  has Ian accounts	1739
who walks over to a computer	1740
how did Gwaltney die	18
who was born in Lakenheath	1
who  was knighted in 2000	1415
Where is Larsen Bay	134
what could Central computers do	302
how many pairs breed on Heard Island	585
What can take a range of forms	1741
What was a pharmaceutical company in Sweden	1554
who was born in East Flatbush	1
Who has held a variety of political positions	1742
what  took around two years	1743
Where is Grange	197
when did Undocking occur	1406
Who published a book in 2003	1744
what does MS 35 serve	1745
who died in Monrovia	18
who is Tetsuo	1746
What is the study of animal behavior	1495
what  include a Making of documentary	1747
where does Curtis wander 	1748
where do People generally stay	1749
when was Homosexuality decriminalized  	1750
what  would be a good thing	1751
who was flown to London	943
who  inspired a number of authors	1752
who was born in Morden	1
when was Business incubator  founded	308
where is Paullina	134
where did Knox lead a busy life	34
Who is the son of Aenarion	942
who is good friends with Vinnie Colaiuta	317
who is now involved in an international charity	1753
What  is located on the Pearl River	154
whom did Ted DiBiase defeat	974
Who has written numerous articles for popular magazines	1754
how does Aki watch the game 	1755
what is responsible for overseeing product development	1756
who  focused on the Lance Armstrong Foundation	177
what did Drywall offer 	1757
who worked for the Legal Services Corporation	262
What must The President of the Church be	1384
where does Ross live	51
who was awarded his Ph.D. in 1910	1758
where is Wrexham	60
Where is Cross back at work	1759
Where did Henry move 	33
Who is a regular contributor to NBCs Today Show	1760
who is also a master of Capoeira	899
Where is Lyman	60
where is Shrewsbury 	1761
what is a game for the PlayStation 3	1762
to what had Bush 's lead  increased	1763
What are Stock characters	1764
When did Chamonix host	1765
When do Sick animals often die	1766
What does Mine-a become	766
what make apperances	338
who may visit the Earth	1767
what is The Hunter Museum of American Art 	1768
What was invented in the Caribbean	532
What  is formed of nutmeg	1769
To what is PWU affiliated  	1770
where is A softball field also located 	1771
What is Bahamasair	1772
What is still in production	1773
who  died on 27 April 1270	424
What is Economic regulation	1774
Who is Flynn	431
How is Tigerlily seen 	1775
what exhibit a wide array of communication techniques	1776
how do Races differ	1777
as whom was Christopher Reeve cast	1778
What  have been found throughout Mesoamerica	1779
what is lost to dielectric losses	1780
what were blown down in Orangeburg	1781
What is Liberal	134
to where did The Armstrong family move	33
what is Benton Township	43
when  was Petra nominated	1782
what also has the option of debug output	1783
who was born at Loughborough	444
where would A report of the review  be submitted to	1784
What is today a part of Afghanistan	1785
what can also refer to KLM	1786
who was returned to active service	1650
What is an area in Italy	1787
what did Kissinger become	1788
where was Upsala College	1789
What was authorized on October 21 , 1972	1790
by what was The Medical College Hospital  inaugurated 	1791
who returned to Barrie	92
What changed its name to Laureate Education	1792
to what team was Rodriguez traded	16
What plays a mixture of rock 'n roll	1793
what is Japanese for 4	1794
to what may CMS also refer 	855
who  is attacked by Jorgen	1795
to whom did Newmark look up 	856
WHO is an icon of the West	1796
on whom  was a successful operation  performed 	1797
Where did Williams grow up  	194
with what is The Nintendo DS compatible 	1798
who was also a pacifist	178
when would Million be delivered 	247
where does The Los Angeles River start	208
What is a form of musical notation	1485
instead of whom is Father used 	1799
Where did Clapp also pitched	1800
who  has also choreographed for Alvin Ailey American Dance Theater	1801
who is also a noted collector of art	1802
who has The Tribune previously backed 	1803
by whom were Gymnasium then used 	862
What  should Cantonese remain   	1804
What is a multi-use stadium in Palmerston North	1805
what  was built in 1864	618
what does  Greece maintain	1806
who won by KO.	132
What was due to take place in 1944	1807
Where Christine Gregoire  grew up 	194
what is spoken in Wallonia	1808
what is Atkinson	60
what is materiality	1809
where did Millner grow up 	194
When was A third version  made public 	1810
what was A mech designed for 	828
Where is The Gates  	1811
What may Large motors have	1812
what do Locations include 	205
what were set up in Serbia	42
who were very popular in the Netherlands	1813
what currently has approximately 800 members	1617
who also have many options for boating	1814
on what Stephen took lead vocals 	1815
Who is Curran's father 	942
What is held in New York City	200
What is Roberts	197
on hom does Kendall develop a crush 	1816
What village is in Iowa County	197
when was Kossel awarded his Ph.D.  	1758
when did Lucas arrive 	1817
to what Ford appeared close 	335
what is Records	1818
who replied to Ali Akbar	1819
when was Charles Fort  declared a National Monument	806
In what is A B.A. offered  	726
where had Hannigan been 	1820
who  earned a Masters degree from the U.S. Naval War College	1821
What is Barrow Hill 	1822
of what is Renko a former municipality 	615
To whom is Downey home 	73
who is the head of the Secretariat	1823
To what are Passenger services  provided  	1824
What are Characteristic findings 	1825
Where was Colman born  	1
what  is an alternative metal band from Los Angeles	1826
who was a member of the Opposition Shadow Ministry 1990-93	139
who is now retired from NASA	1827
where is Gunnison	134
what is Rademacher	1342
where is Englewood	60
for what did Hungary prepare	1038
In what shape does A group of players sit	1828
what is surrounded by farmland	528
What is always a small tool	1829
What is a retailer of energy and energy services	523
What is one hundredth of a second	1830
who was a musician of great skill	1831
What is the population in Kajiado 	1832
how often are Nature documentaries released 	228
what said on March 9 , 2006	1833
what has been shown in the DC Animated Universe	1834
What is Jordan	197
What is Portlaw	60
what was recorded for Capitol	1835
to what score did Philadelphia go	85
what can vary depending on requirements	674
What was shot in Tokyo	1836
who comes out of retirement	1837
when was Main building  demolished  	295
what were Coifs 	1838
where were Tapings moved	1261
What is Irvine	1004
When did BBDO acquired the remaining shares	535
who made many contributions to rheology	1839
for what has Opera Mini limited support  	1840
what did Currey cross the street to 	1841
what did Fall do	1842
Who was an ardent supporter of Irish Home Rule	1843
where does Lisa go	85
What become a gathering place for directors	1844
Who is a lifelong resident of Timmins	1845
what did Wright attend 	516
where did Yeager die	18
who is a rapper from Philadelphia	1846
who was probably born in Flanders	1847
as what has Schwartz worked 	857
what first came to Montreal	1848
where is Stratton Mountain Resort  	1849
what station is on the London Underground	1239
where does Clay livex	1331
who returned to Lebanon	92
where did Coffin move to	33
What is to conduct trend analysis	1850
of whom was Sofia the half-sister 	720
who said of McGee	1851
for what have Educational programs been developed  	1852
Who died of an apparent drug overdose	459
where was Juliet born	1
Who  left in 2001	987
who was appointed Deputy Minister of Internal Security	1853
Who is an executive committee member of the Civic Party	870
who  was educated at Rugby School	143
what was solely a magazine	1854
to what  are Family benefits  related 	1855
